Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Cyprus,896007,13/01/23,638062,71.21
Cyprus,896007,14/01/23,638062,71.21
Cyprus,896007,06/01/23,634709,70.84
Cyprus,896007,07/01/23,634709,70.84
Cyprus,896007,08/01/23,634709,70.84
Cyprus,896007,09/01/23,634709,70.84
Cyprus,896007,10/01/23,634709,70.84
Cyprus,896007,11/01/23,634709,70.84
Cyprus,896007,12/01/23,634709,70.84
Cyprus,896007,30/12/22,631111,70.44
Cyprus,896007,31/12/22,631111,70.44
Cyprus,896007,01/01/23,631111,70.44
Cyprus,896007,02/01/23,631111,70.44
Cyprus,896007,03/01/23,631111,70.44
Cyprus,896007,04/01/23,631111,70.44
Cyprus,896007,05/01/23,631111,70.44
Cyprus,896007,23/12/22,628509,70.15
Cyprus,896007,24/12/22,628509,70.15
Cyprus,896007,25/12/22,628509,70.15
Cyprus,896007,26/12/22,628509,70.15
Cyprus,896007,27/12/22,628509,70.15
Cyprus,896007,28/12/22,628509,70.15
Cyprus,896007,29/12/22,628509,70.15
Cyprus,896007,16/12/22,625562,69.82
Cyprus,896007,17/12/22,625562,69.82
Cyprus,896007,18/12/22,625562,69.82
Cyprus,896007,19/12/22,625562,69.82
Cyprus,896007,20/12/22,625562,69.82
Cyprus,896007,21/12/22,625562,69.82
Cyprus,896007,22/12/22,625562,69.82
Cyprus,896007,09/12/22,622102,69.43
Cyprus,896007,10/12/22,622102,69.43
Cyprus,896007,11/12/22,622102,69.43
Cyprus,896007,12/12/22,622102,69.43
Cyprus,896007,13/12/22,622102,69.43
Cyprus,896007,14/12/22,622102,69.43
Cyprus,896007,15/12/22,622102,69.43
Cyprus,896007,02/12/22,618248,69
Cyprus,896007,03/12/22,618248,69
Cyprus,896007,04/12/22,618248,69
Cyprus,896007,05/12/22,618248,69
Cyprus,896007,06/12/22,618248,69
Cyprus,896007,07/12/22,618248,69
Cyprus,896007,08/12/22,618248,69
Cyprus,896007,25/11/22,614237,68.55
Cyprus,896007,26/11/22,614237,68.55
Cyprus,896007,27/11/22,614237,68.55
Cyprus,896007,28/11/22,614237,68.55
Cyprus,896007,29/11/22,614237,68.55
Cyprus,896007,30/11/22,614237,68.55
Cyprus,896007,01/12/22,614237,68.55
Cyprus,896007,18/11/22,610023,68.08
Cyprus,896007,19/11/22,610023,68.08
Cyprus,896007,20/11/22,610023,68.08
Cyprus,896007,21/11/22,610023,68.08
Cyprus,896007,22/11/22,610023,68.08
Cyprus,896007,23/11/22,610023,68.08
Cyprus,896007,24/11/22,610023,68.08
Cyprus,896007,12/11/22,606287,67.67
Cyprus,896007,13/11/22,606287,67.67
Cyprus,896007,14/11/22,606287,67.67
Cyprus,896007,15/11/22,606287,67.67
Cyprus,896007,16/11/22,606287,67.67
Cyprus,896007,17/11/22,606287,67.67
Cyprus,896007,04/11/22,602662,67.26
Cyprus,896007,05/11/22,602662,67.26
Cyprus,896007,06/11/22,602662,67.26
Cyprus,896007,07/11/22,602662,67.26
Cyprus,896007,08/11/22,602662,67.26
Cyprus,896007,09/11/22,602662,67.26
Cyprus,896007,10/11/22,602662,67.26
Cyprus,896007,11/11/22,602662,67.26
Cyprus,896007,28/10/22,599118,66.87
Cyprus,896007,29/10/22,599118,66.87
Cyprus,896007,30/10/22,599118,66.87
Cyprus,896007,31/10/22,599118,66.87
Cyprus,896007,01/11/22,599118,66.87
Cyprus,896007,02/11/22,599118,66.87
Cyprus,896007,03/11/22,599118,66.87
Cyprus,896007,21/10/22,596297,66.55
Cyprus,896007,22/10/22,596297,66.55
Cyprus,896007,23/10/22,596297,66.55
Cyprus,896007,24/10/22,596297,66.55
Cyprus,896007,25/10/22,596297,66.55
Cyprus,896007,26/10/22,596297,66.55
Cyprus,896007,27/10/22,596297,66.55
Cyprus,896007,14/10/22,593542,66.24
Cyprus,896007,15/10/22,593542,66.24
Cyprus,896007,16/10/22,593542,66.24
Cyprus,896007,17/10/22,593542,66.24
Cyprus,896007,18/10/22,593542,66.24
Cyprus,896007,19/10/22,593542,66.24
Cyprus,896007,20/10/22,593542,66.24
Cyprus,896007,07/10/22,590783,65.94
Cyprus,896007,08/10/22,590783,65.94
Cyprus,896007,09/10/22,590783,65.94
Cyprus,896007,10/10/22,590783,65.94
Cyprus,896007,11/10/22,590783,65.94
Cyprus,896007,12/10/22,590783,65.94
Cyprus,896007,13/10/22,590783,65.94
Cyprus,896007,30/09/22,587994,65.62
Cyprus,896007,01/10/22,587994,65.62
Cyprus,896007,02/10/22,587994,65.62
Cyprus,896007,03/10/22,587994,65.62
Cyprus,896007,04/10/22,587994,65.62
Cyprus,896007,05/10/22,587994,65.62
Cyprus,896007,06/10/22,587994,65.62
Cyprus,896007,23/09/22,585313,65.32
Cyprus,896007,24/09/22,585313,65.32
Cyprus,896007,25/09/22,585313,65.32
Cyprus,896007,26/09/22,585313,65.32
Cyprus,896007,27/09/22,585313,65.32
Cyprus,896007,28/09/22,585313,65.32
Cyprus,896007,29/09/22,585313,65.32
Faeroe Islands,53117,02/03/22,34658,65.25
Faeroe Islands,53117,03/03/22,34658,65.25
Faeroe Islands,53117,04/03/22,34658,65.25
Faeroe Islands,53117,05/03/22,34658,65.25
Faeroe Islands,53117,06/03/22,34658,65.25
Faeroe Islands,53117,07/03/22,34658,65.25
Faeroe Islands,53117,08/03/22,34658,65.25
Faeroe Islands,53117,09/03/22,34658,65.25
Faeroe Islands,53117,10/03/22,34658,65.25
Faeroe Islands,53117,11/03/22,34658,65.25
Faeroe Islands,53117,12/03/22,34658,65.25
Faeroe Islands,53117,13/03/22,34658,65.25
Faeroe Islands,53117,14/03/22,34658,65.25
Faeroe Islands,53117,15/03/22,34658,65.25
Faeroe Islands,53117,16/03/22,34658,65.25
Faeroe Islands,53117,17/03/22,34658,65.25
Faeroe Islands,53117,18/03/22,34658,65.25
Faeroe Islands,53117,19/03/22,34658,65.25
Faeroe Islands,53117,20/03/22,34658,65.25
Faeroe Islands,53117,21/03/22,34658,65.25
Faeroe Islands,53117,22/03/22,34658,65.25
Faeroe Islands,53117,23/03/22,34658,65.25
Faeroe Islands,53117,24/03/22,34658,65.25
Faeroe Islands,53117,25/03/22,34658,65.25
Faeroe Islands,53117,26/03/22,34658,65.25
Faeroe Islands,53117,27/03/22,34658,65.25
Faeroe Islands,53117,28/03/22,34658,65.25
Faeroe Islands,53117,29/03/22,34658,65.25
Faeroe Islands,53117,30/03/22,34658,65.25
Faeroe Islands,53117,31/03/22,34658,65.25
Faeroe Islands,53117,01/04/22,34658,65.25
Faeroe Islands,53117,02/04/22,34658,65.25
Faeroe Islands,53117,03/04/22,34658,65.25
Faeroe Islands,53117,04/04/22,34658,65.25
Faeroe Islands,53117,05/04/22,34658,65.25
Faeroe Islands,53117,06/04/22,34658,65.25
Faeroe Islands,53117,07/04/22,34658,65.25
Faeroe Islands,53117,08/04/22,34658,65.25
Faeroe Islands,53117,09/04/22,34658,65.25
Faeroe Islands,53117,10/04/22,34658,65.25
Faeroe Islands,53117,11/04/22,34658,65.25
Faeroe Islands,53117,12/04/22,34658,65.25
Faeroe Islands,53117,13/04/22,34658,65.25
Faeroe Islands,53117,14/04/22,34658,65.25
Faeroe Islands,53117,15/04/22,34658,65.25
Faeroe Islands,53117,16/04/22,34658,65.25
Faeroe Islands,53117,17/04/22,34658,65.25
Faeroe Islands,53117,18/04/22,34658,65.25
Faeroe Islands,53117,19/04/22,34658,65.25
Faeroe Islands,53117,20/04/22,34658,65.25
Faeroe Islands,53117,21/04/22,34658,65.25
Faeroe Islands,53117,22/04/22,34658,65.25
Faeroe Islands,53117,23/04/22,34658,65.25
Faeroe Islands,53117,24/04/22,34658,65.25
Faeroe Islands,53117,25/04/22,34658,65.25
Faeroe Islands,53117,26/04/22,34658,65.25
Faeroe Islands,53117,27/04/22,34658,65.25
Faeroe Islands,53117,28/04/22,34658,65.25
Faeroe Islands,53117,29/04/22,34658,65.25
Faeroe Islands,53117,30/04/22,34658,65.25
Faeroe Islands,53117,01/05/22,34658,65.25
Faeroe Islands,53117,02/05/22,34658,65.25
Faeroe Islands,53117,03/05/22,34658,65.25
Faeroe Islands,53117,04/05/22,34658,65.25
Faeroe Islands,53117,05/05/22,34658,65.25
Faeroe Islands,53117,06/05/22,34658,65.25
Faeroe Islands,53117,07/05/22,34658,65.25
Faeroe Islands,53117,08/05/22,34658,65.25
Faeroe Islands,53117,09/05/22,34658,65.25
Faeroe Islands,53117,10/05/22,34658,65.25
Faeroe Islands,53117,11/05/22,34658,65.25
Faeroe Islands,53117,12/05/22,34658,65.25
Faeroe Islands,53117,13/05/22,34658,65.25
Faeroe Islands,53117,14/05/22,34658,65.25
Faeroe Islands,53117,15/05/22,34658,65.25
Faeroe Islands,53117,16/05/22,34658,65.25
Faeroe Islands,53117,17/05/22,34658,65.25
Faeroe Islands,53117,18/05/22,34658,65.25
Faeroe Islands,53117,19/05/22,34658,65.25
Faeroe Islands,53117,20/05/22,34658,65.25
Faeroe Islands,53117,21/05/22,34658,65.25
Faeroe Islands,53117,22/05/22,34658,65.25
Faeroe Islands,53117,23/05/22,34658,65.25
Faeroe Islands,53117,24/05/22,34658,65.25
Faeroe Islands,53117,25/05/22,34658,65.25
Faeroe Islands,53117,26/05/22,34658,65.25
Faeroe Islands,53117,27/05/22,34658,65.25
Faeroe Islands,53117,28/05/22,34658,65.25
Faeroe Islands,53117,29/05/22,34658,65.25
Faeroe Islands,53117,30/05/22,34658,65.25
Faeroe Islands,53117,31/05/22,34658,65.25
Faeroe Islands,53117,01/06/22,34658,65.25
Faeroe Islands,53117,02/06/22,34658,65.25
Faeroe Islands,53117,03/06/22,34658,65.25
Faeroe Islands,53117,04/06/22,34658,65.25
Faeroe Islands,53117,05/06/22,34658,65.25
Faeroe Islands,53117,06/06/22,34658,65.25
Faeroe Islands,53117,07/06/22,34658,65.25
Faeroe Islands,53117,08/06/22,34658,65.25
Faeroe Islands,53117,09/06/22,34658,65.25
Faeroe Islands,53117,10/06/22,34658,65.25
Faeroe Islands,53117,11/06/22,34658,65.25
Faeroe Islands,53117,12/06/22,34658,65.25
Faeroe Islands,53117,13/06/22,34658,65.25
Faeroe Islands,53117,14/06/22,34658,65.25
Faeroe Islands,53117,15/06/22,34658,65.25
Faeroe Islands,53117,16/06/22,34658,65.25
Faeroe Islands,53117,17/06/22,34658,65.25
Faeroe Islands,53117,18/06/22,34658,65.25
Faeroe Islands,53117,19/06/22,34658,65.25
Faeroe Islands,53117,20/06/22,34658,65.25
Faeroe Islands,53117,21/06/22,34658,65.25
Faeroe Islands,53117,22/06/22,34658,65.25
Faeroe Islands,53117,23/06/22,34658,65.25
Faeroe Islands,53117,24/06/22,34658,65.25
Faeroe Islands,53117,25/06/22,34658,65.25
Faeroe Islands,53117,26/06/22,34658,65.25
Faeroe Islands,53117,27/06/22,34658,65.25
Faeroe Islands,53117,28/06/22,34658,65.25
Faeroe Islands,53117,29/06/22,34658,65.25
Faeroe Islands,53117,30/06/22,34658,65.25
Faeroe Islands,53117,01/07/22,34658,65.25
Faeroe Islands,53117,02/07/22,34658,65.25
Faeroe Islands,53117,03/07/22,34658,65.25
Faeroe Islands,53117,04/07/22,34658,65.25
Faeroe Islands,53117,05/07/22,34658,65.25
Faeroe Islands,53117,06/07/22,34658,65.25
Faeroe Islands,53117,07/07/22,34658,65.25
Faeroe Islands,53117,08/07/22,34658,65.25
Faeroe Islands,53117,09/07/22,34658,65.25
Faeroe Islands,53117,10/07/22,34658,65.25
Faeroe Islands,53117,11/07/22,34658,65.25
Faeroe Islands,53117,12/07/22,34658,65.25
Faeroe Islands,53117,13/07/22,34658,65.25
Faeroe Islands,53117,14/07/22,34658,65.25
Faeroe Islands,53117,15/07/22,34658,65.25
Faeroe Islands,53117,16/07/22,34658,65.25
Faeroe Islands,53117,17/07/22,34658,65.25
Faeroe Islands,53117,18/07/22,34658,65.25
Faeroe Islands,53117,19/07/22,34658,65.25
Faeroe Islands,53117,20/07/22,34658,65.25
Faeroe Islands,53117,21/07/22,34658,65.25
Faeroe Islands,53117,22/07/22,34658,65.25
Faeroe Islands,53117,23/07/22,34658,65.25
Faeroe Islands,53117,24/07/22,34658,65.25
Faeroe Islands,53117,25/07/22,34658,65.25
Faeroe Islands,53117,26/07/22,34658,65.25
Faeroe Islands,53117,27/07/22,34658,65.25
Faeroe Islands,53117,28/07/22,34658,65.25
Faeroe Islands,53117,29/07/22,34658,65.25
Faeroe Islands,53117,30/07/22,34658,65.25
Faeroe Islands,53117,31/07/22,34658,65.25
Faeroe Islands,53117,01/08/22,34658,65.25
Faeroe Islands,53117,02/08/22,34658,65.25
Faeroe Islands,53117,03/08/22,34658,65.25
Faeroe Islands,53117,04/08/22,34658,65.25
Faeroe Islands,53117,05/08/22,34658,65.25
Faeroe Islands,53117,06/08/22,34658,65.25
Faeroe Islands,53117,07/08/22,34658,65.25
Faeroe Islands,53117,08/08/22,34658,65.25
Faeroe Islands,53117,09/08/22,34658,65.25
Faeroe Islands,53117,10/08/22,34658,65.25
Faeroe Islands,53117,11/08/22,34658,65.25
Faeroe Islands,53117,12/08/22,34658,65.25
Faeroe Islands,53117,13/08/22,34658,65.25
Faeroe Islands,53117,14/08/22,34658,65.25
Faeroe Islands,53117,15/08/22,34658,65.25
Faeroe Islands,53117,16/08/22,34658,65.25
Faeroe Islands,53117,17/08/22,34658,65.25
Faeroe Islands,53117,18/08/22,34658,65.25
Faeroe Islands,53117,19/08/22,34658,65.25
Faeroe Islands,53117,20/08/22,34658,65.25
Faeroe Islands,53117,21/08/22,34658,65.25
Faeroe Islands,53117,22/08/22,34658,65.25
Faeroe Islands,53117,23/08/22,34658,65.25
Faeroe Islands,53117,24/08/22,34658,65.25
Faeroe Islands,53117,25/08/22,34658,65.25
Faeroe Islands,53117,26/08/22,34658,65.25
Faeroe Islands,53117,27/08/22,34658,65.25
Faeroe Islands,53117,28/08/22,34658,65.25
Faeroe Islands,53117,29/08/22,34658,65.25
Faeroe Islands,53117,30/08/22,34658,65.25
Faeroe Islands,53117,31/08/22,34658,65.25
Faeroe Islands,53117,01/09/22,34658,65.25
Faeroe Islands,53117,02/09/22,34658,65.25
Faeroe Islands,53117,03/09/22,34658,65.25
Faeroe Islands,53117,04/09/22,34658,65.25
Faeroe Islands,53117,05/09/22,34658,65.25
Faeroe Islands,53117,06/09/22,34658,65.25
Faeroe Islands,53117,07/09/22,34658,65.25
Faeroe Islands,53117,08/09/22,34658,65.25
Faeroe Islands,53117,09/09/22,34658,65.25
Faeroe Islands,53117,10/09/22,34658,65.25
Faeroe Islands,53117,11/09/22,34658,65.25
Faeroe Islands,53117,12/09/22,34658,65.25
Faeroe Islands,53117,13/09/22,34658,65.25
Faeroe Islands,53117,14/09/22,34658,65.25
Faeroe Islands,53117,15/09/22,34658,65.25
Faeroe Islands,53117,16/09/22,34658,65.25
Faeroe Islands,53117,17/09/22,34658,65.25
Faeroe Islands,53117,18/09/22,34658,65.25
Faeroe Islands,53117,19/09/22,34658,65.25
Faeroe Islands,53117,20/09/22,34658,65.25
Faeroe Islands,53117,21/09/22,34658,65.25
Faeroe Islands,53117,22/09/22,34658,65.25
Faeroe Islands,53117,23/09/22,34658,65.25
Faeroe Islands,53117,24/09/22,34658,65.25
Faeroe Islands,53117,25/09/22,34658,65.25
Faeroe Islands,53117,26/09/22,34658,65.25
Faeroe Islands,53117,27/09/22,34658,65.25
Faeroe Islands,53117,28/09/22,34658,65.25
Faeroe Islands,53117,29/09/22,34658,65.25
Faeroe Islands,53117,30/09/22,34658,65.25
Faeroe Islands,53117,01/10/22,34658,65.25
Faeroe Islands,53117,02/10/22,34658,65.25
Faeroe Islands,53117,03/10/22,34658,65.25
Faeroe Islands,53117,04/10/22,34658,65.25
Faeroe Islands,53117,05/10/22,34658,65.25
Faeroe Islands,53117,06/10/22,34658,65.25
Faeroe Islands,53117,07/10/22,34658,65.25
Faeroe Islands,53117,08/10/22,34658,65.25
Faeroe Islands,53117,09/10/22,34658,65.25
Faeroe Islands,53117,10/10/22,34658,65.25
Faeroe Islands,53117,11/10/22,34658,65.25
Faeroe Islands,53117,12/10/22,34658,65.25
Faeroe Islands,53117,13/10/22,34658,65.25
Faeroe Islands,53117,14/10/22,34658,65.25
Faeroe Islands,53117,15/10/22,34658,65.25
Faeroe Islands,53117,16/10/22,34658,65.25
Faeroe Islands,53117,17/10/22,34658,65.25
Faeroe Islands,53117,18/10/22,34658,65.25
Faeroe Islands,53117,19/10/22,34658,65.25
Faeroe Islands,53117,20/10/22,34658,65.25
Faeroe Islands,53117,21/10/22,34658,65.25
Faeroe Islands,53117,22/10/22,34658,65.25
Faeroe Islands,53117,23/10/22,34658,65.25
Faeroe Islands,53117,24/10/22,34658,65.25
Faeroe Islands,53117,25/10/22,34658,65.25
Faeroe Islands,53117,26/10/22,34658,65.25
Faeroe Islands,53117,27/10/22,34658,65.25
Faeroe Islands,53117,28/10/22,34658,65.25
Faeroe Islands,53117,29/10/22,34658,65.25
Faeroe Islands,53117,30/10/22,34658,65.25
Faeroe Islands,53117,31/10/22,34658,65.25
Faeroe Islands,53117,01/11/22,34658,65.25
Faeroe Islands,53117,02/11/22,34658,65.25
Faeroe Islands,53117,03/11/22,34658,65.25
Faeroe Islands,53117,04/11/22,34658,65.25
Faeroe Islands,53117,05/11/22,34658,65.25
Faeroe Islands,53117,06/11/22,34658,65.25
Faeroe Islands,53117,07/11/22,34658,65.25
Faeroe Islands,53117,08/11/22,34658,65.25
Faeroe Islands,53117,09/11/22,34658,65.25
Faeroe Islands,53117,10/11/22,34658,65.25
Faeroe Islands,53117,11/11/22,34658,65.25
Faeroe Islands,53117,12/11/22,34658,65.25
Faeroe Islands,53117,13/11/22,34658,65.25
Faeroe Islands,53117,14/11/22,34658,65.25
Faeroe Islands,53117,15/11/22,34658,65.25
Faeroe Islands,53117,16/11/22,34658,65.25
Faeroe Islands,53117,17/11/22,34658,65.25
Faeroe Islands,53117,18/11/22,34658,65.25
Faeroe Islands,53117,19/11/22,34658,65.25
Faeroe Islands,53117,20/11/22,34658,65.25
Faeroe Islands,53117,21/11/22,34658,65.25
Faeroe Islands,53117,22/11/22,34658,65.25
Faeroe Islands,53117,23/11/22,34658,65.25
Faeroe Islands,53117,24/11/22,34658,65.25
Faeroe Islands,53117,25/11/22,34658,65.25
Faeroe Islands,53117,26/11/22,34658,65.25
Faeroe Islands,53117,27/11/22,34658,65.25
Faeroe Islands,53117,28/11/22,34658,65.25
Faeroe Islands,53117,29/11/22,34658,65.25
Faeroe Islands,53117,30/11/22,34658,65.25
Faeroe Islands,53117,01/12/22,34658,65.25
Faeroe Islands,53117,02/12/22,34658,65.25
Faeroe Islands,53117,03/12/22,34658,65.25
Faeroe Islands,53117,04/12/22,34658,65.25
Faeroe Islands,53117,05/12/22,34658,65.25
Faeroe Islands,53117,06/12/22,34658,65.25
Faeroe Islands,53117,07/12/22,34658,65.25
Faeroe Islands,53117,08/12/22,34658,65.25
Faeroe Islands,53117,09/12/22,34658,65.25
Faeroe Islands,53117,10/12/22,34658,65.25
Faeroe Islands,53117,11/12/22,34658,65.25
Faeroe Islands,53117,12/12/22,34658,65.25
Faeroe Islands,53117,13/12/22,34658,65.25
Faeroe Islands,53117,14/12/22,34658,65.25
Faeroe Islands,53117,15/12/22,34658,65.25
Faeroe Islands,53117,16/12/22,34658,65.25
Faeroe Islands,53117,17/12/22,34658,65.25
Faeroe Islands,53117,18/12/22,34658,65.25
Faeroe Islands,53117,19/12/22,34658,65.25
Faeroe Islands,53117,20/12/22,34658,65.25
Faeroe Islands,53117,21/12/22,34658,65.25
Faeroe Islands,53117,22/12/22,34658,65.25
Faeroe Islands,53117,23/12/22,34658,65.25
Faeroe Islands,53117,24/12/22,34658,65.25
Faeroe Islands,53117,25/12/22,34658,65.25
Faeroe Islands,53117,26/12/22,34658,65.25
Faeroe Islands,53117,27/12/22,34658,65.25
Faeroe Islands,53117,28/12/22,34658,65.25
Faeroe Islands,53117,29/12/22,34658,65.25
Faeroe Islands,53117,30/12/22,34658,65.25
Faeroe Islands,53117,31/12/22,34658,65.25
Faeroe Islands,53117,01/01/23,34658,65.25
Faeroe Islands,53117,02/01/23,34658,65.25
Faeroe Islands,53117,03/01/23,34658,65.25
Faeroe Islands,53117,04/01/23,34658,65.25
Faeroe Islands,53117,05/01/23,34658,65.25
Faeroe Islands,53117,06/01/23,34658,65.25
Faeroe Islands,53117,07/01/23,34658,65.25
Faeroe Islands,53117,08/01/23,34658,65.25
Faeroe Islands,53117,09/01/23,34658,65.25
Faeroe Islands,53117,10/01/23,34658,65.25
Faeroe Islands,53117,11/01/23,34658,65.25
Faeroe Islands,53117,12/01/23,34658,65.25
Faeroe Islands,53117,13/01/23,34658,65.25
Faeroe Islands,53117,14/01/23,34658,65.25
Cyprus,896007,16/09/22,582381,65
Cyprus,896007,17/09/22,582381,65
Cyprus,896007,18/09/22,582381,65
Cyprus,896007,19/09/22,582381,65
Cyprus,896007,20/09/22,582381,65
Cyprus,896007,21/09/22,582381,65
Cyprus,896007,22/09/22,582381,65
Faeroe Islands,53117,01/03/22,34383,64.73
Cyprus,896007,10/09/22,579899,64.72
Cyprus,896007,11/09/22,579899,64.72
Cyprus,896007,12/09/22,579899,64.72
Cyprus,896007,13/09/22,579899,64.72
Cyprus,896007,14/09/22,579899,64.72
Cyprus,896007,15/09/22,579899,64.72
Cyprus,896007,02/09/22,578030,64.51
Cyprus,896007,03/09/22,578030,64.51
Cyprus,896007,04/09/22,578030,64.51
Cyprus,896007,05/09/22,578030,64.51
Cyprus,896007,06/09/22,578030,64.51
Cyprus,896007,07/09/22,578030,64.51
Cyprus,896007,08/09/22,578030,64.51
Cyprus,896007,09/09/22,578030,64.51
Faeroe Islands,53117,27/02/22,34237,64.46
Faeroe Islands,53117,28/02/22,34237,64.46
Cyprus,896007,26/08/22,576278,64.32
Cyprus,896007,27/08/22,576278,64.32
Cyprus,896007,28/08/22,576278,64.32
Cyprus,896007,29/08/22,576278,64.32
Cyprus,896007,30/08/22,576278,64.32
Cyprus,896007,31/08/22,576278,64.32
Cyprus,896007,01/09/22,576278,64.32
Austria,8939617,14/01/23,5740581,64.22
Austria,8939617,13/01/23,5738797,64.2
Austria,8939617,12/01/23,5736630,64.17
Austria,8939617,11/01/23,5734324,64.15
Austria,8939617,10/01/23,5731160,64.11
Austria,8939617,09/01/23,5728141,64.08
Cyprus,896007,19/08/22,574124,64.08
Cyprus,896007,20/08/22,574124,64.08
Cyprus,896007,21/08/22,574124,64.08
Cyprus,896007,22/08/22,574124,64.08
Cyprus,896007,23/08/22,574124,64.08
Cyprus,896007,24/08/22,574124,64.08
Cyprus,896007,25/08/22,574124,64.08
Austria,8939617,08/01/23,5726287,64.06
Austria,8939617,07/01/23,5724215,64.03
Austria,8939617,06/01/23,5722574,64.01
Austria,8939617,05/01/23,5719585,63.98
Austria,8939617,04/01/23,5716267,63.94
Austria,8939617,03/01/23,5712491,63.9
Austria,8939617,02/01/23,5709405,63.87
Austria,8939617,01/01/23,5707962,63.85
Cyprus,896007,12/08/22,571994,63.84
Cyprus,896007,13/08/22,571994,63.84
Cyprus,896007,14/08/22,571994,63.84
Cyprus,896007,15/08/22,571994,63.84
Cyprus,896007,16/08/22,571994,63.84
Cyprus,896007,17/08/22,571994,63.84
Cyprus,896007,18/08/22,571994,63.84
Austria,8939617,31/12/22,5705093,63.82
Austria,8939617,30/12/22,5700832,63.77
Austria,8939617,29/12/22,5696474,63.72
Austria,8939617,28/12/22,5691663,63.67
Austria,8939617,27/12/22,5686952,63.62
Austria,8939617,26/12/22,5684530,63.59
Austria,8939617,25/12/22,5682776,63.57
Austria,8939617,24/12/22,5678097,63.52
Austria,8939617,23/12/22,5672998,63.46
Cyprus,896007,06/08/22,568383,63.44
Cyprus,896007,07/08/22,568383,63.44
Cyprus,896007,08/08/22,568383,63.44
Cyprus,896007,09/08/22,568383,63.44
Cyprus,896007,10/08/22,568383,63.44
Cyprus,896007,11/08/22,568383,63.44
Austria,8939617,22/12/22,5668157,63.4
Austria,8939617,21/12/22,5662588,63.34
Austria,8939617,20/12/22,5656559,63.28
Faeroe Islands,53117,25/02/22,33590,63.24
Faeroe Islands,53117,26/02/22,33590,63.24
Austria,8939617,19/12/22,5651522,63.22
Austria,8939617,18/12/22,5648626,63.19
Austria,8939617,17/12/22,5644634,63.14
Austria,8939617,16/12/22,5639992,63.09
Austria,8939617,15/12/22,5634944,63.03
Austria,8939617,14/12/22,5629173,62.97
Austria,8939617,13/12/22,5622037,62.89
Austria,8939617,12/12/22,5616644,62.83
Cyprus,896007,29/07/22,562911,62.82
Cyprus,896007,30/07/22,562911,62.82
Cyprus,896007,31/07/22,562911,62.82
Cyprus,896007,01/08/22,562911,62.82
Cyprus,896007,02/08/22,562911,62.82
Cyprus,896007,03/08/22,562911,62.82
Cyprus,896007,04/08/22,562911,62.82
Cyprus,896007,05/08/22,562911,62.82
Austria,8939617,11/12/22,5613343,62.79
Austria,8939617,10/12/22,5608411,62.74
Austria,8939617,09/12/22,5604611,62.69
Austria,8939617,08/12/22,5600568,62.65
Austria,8939617,07/12/22,5595286,62.59
Austria,8939617,06/12/22,5588468,62.51
Faeroe Islands,53117,24/02/22,33183,62.47
Austria,8939617,05/12/22,5583979,62.46
Austria,8939617,03/12/22,5576700,62.38
Austria,8939617,04/12/22,5576695,62.38
Gibraltar,32677,12/01/23,20379,62.36
Gibraltar,32677,13/01/23,20379,62.36
Gibraltar,32677,14/01/23,20379,62.36
Austria,8939617,02/12/22,5572289,62.33
Austria,8939617,01/12/22,5566947,62.27
Gibraltar,32677,06/01/23,20342,62.25
Gibraltar,32677,07/01/23,20342,62.25
Gibraltar,32677,08/01/23,20342,62.25
Gibraltar,32677,09/01/23,20342,62.25
Gibraltar,32677,10/01/23,20342,62.25
Gibraltar,32677,11/01/23,20342,62.25
Austria,8939617,30/11/22,5561633,62.21
Austria,8939617,29/11/22,5554975,62.14
Austria,8939617,28/11/22,5550575,62.09
Austria,8939617,27/11/22,5547582,62.06
Cyprus,896007,22/07/22,556048,62.06
Cyprus,896007,23/07/22,556048,62.06
Cyprus,896007,24/07/22,556048,62.06
Cyprus,896007,25/07/22,556048,62.06
Cyprus,896007,26/07/22,556048,62.06
Cyprus,896007,27/07/22,556048,62.06
Cyprus,896007,28/07/22,556048,62.06
Gibraltar,32677,23/12/22,20275,62.05
Gibraltar,32677,24/12/22,20275,62.05
Gibraltar,32677,25/12/22,20275,62.05
Gibraltar,32677,26/12/22,20275,62.05
Gibraltar,32677,27/12/22,20275,62.05
Gibraltar,32677,28/12/22,20275,62.05
Gibraltar,32677,29/12/22,20275,62.05
Gibraltar,32677,30/12/22,20275,62.05
Gibraltar,32677,31/12/22,20275,62.05
Gibraltar,32677,01/01/23,20275,62.05
Gibraltar,32677,02/01/23,20275,62.05
Gibraltar,32677,03/01/23,20275,62.05
Gibraltar,32677,04/01/23,20275,62.05
Gibraltar,32677,05/01/23,20275,62.05
Austria,8939617,26/11/22,5544112,62.02
Gibraltar,32677,16/12/22,20252,61.98
Gibraltar,32677,17/12/22,20252,61.98
Gibraltar,32677,18/12/22,20252,61.98
Gibraltar,32677,19/12/22,20252,61.98
Gibraltar,32677,20/12/22,20252,61.98
Gibraltar,32677,21/12/22,20252,61.98
Gibraltar,32677,22/12/22,20252,61.98
Austria,8939617,25/11/22,5539629,61.97
Faeroe Islands,53117,23/02/22,32899,61.94
Austria,8939617,24/11/22,5535259,61.92
Austria,8939617,23/11/22,5530456,61.86
Gibraltar,32677,02/12/22,20207,61.84
Gibraltar,32677,03/12/22,20207,61.84
Gibraltar,32677,04/12/22,20207,61.84
Gibraltar,32677,05/12/22,20207,61.84
